Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Erratum to: When Confidence Is Not a Signal of Knowing: How Students’ Experiences and Beliefs About Processing Fluency Can Lead to Miscalibrated Confidence","Educational Psychology Review","","28","1","10.1007/s10648-015-9331-5","Bridgid FinnSarah K. Tauber","2016","http://link.springer.com/article/10.1007/s10648-015-9331-5","Article"
"Correction to: Visual-Syntactic Text Formatting: Developing EFL Learners’ Reading Fluency Components","Journal of Psycholinguistic Research","","51","3","10.1007/s10936-021-09834-8","Wei GaoEhsan NamaziandostMohammad Awad Al-Dawoody Abdulaal","2022","http://link.springer.com/article/10.1007/s10936-021-09834-8","Article"
"Correction to: Exploring the Development of Writing Complexity, Accuracy, and Fluency in Relation to the Motivational Trajectories: a Dynamically-Oriented Case Study","English Teaching & Learning","","44","1","10.1007/s42321-020-00047-1","Ali Akbar Khomeijani FarahaniAbbas Ali RezaeeRobabeh Moshtaghi Zonouz","2020","http://link.springer.com/article/10.1007/s42321-020-00047-1","Article"
"Correction to: How to Talk to Myself: Optimal Implementation for Developing Fluency in EFL Speaking Through Soliloquizing","English Teaching & Learning","","47","2","10.1007/s42321-022-00114-9","Shang-En HuangYeu-Ting Liu","2023","http://link.springer.com/article/10.1007/s42321-022-00114-9","Article"
"New metrics, measures, and uses for fluency data: an introduction to a special issue on the assessment of reading fluency","Reading and Writing","","28","1","10.1007/s11145-014-9516-1","Gina BiancarosaKelli D. Cummings","2015","http://link.springer.com/article/10.1007/s11145-014-9516-1","Article"
"Striatal volume is related to phonemic verbal fluency but not to semantic or alternating verbal fluency in early Parkinson’s disease","Journal of Neural Transmission","","121","1","10.1007/s00702-013-1073-2","Ulla EllfolkJuho JoutsaJuha O. RinneRiitta ParkkolaPekka JokinenMira Karrasch","2014","http://link.springer.com/article/10.1007/s00702-013-1073-2","Article"
"Erratum to: Judgment heuristics and recognition memory: Prime identification and target-processing fluency","Memory & Cognition","","29","4","10.3758/BF03200468","P. A. HighamJ. R. Vokey","2001","http://link.springer.com/article/10.3758/BF03200468","Article"
"Correction to: The relationships between reading fluency and different measures of holistic word processing","Attention, Perception, & Psychophysics","","84","5","10.3758/s13414-022-02526-y","P. VenturaH. W.-Y. TseJ. C. GuerreiroJ. DelgadoM. F. FerreiraA. Farinha-FernandesB. FaustinoA. BanhaA. C. N. Wong","2022","http://link.springer.com/article/10.3758/s13414-022-02526-y","Article"
"Intrinsic, Prime, and Individual Influences on Contextual Design Fluency","Proceedings of the 2010 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-11797-3_150","Jan R. LandwehrUlrich R. Orth","2015","http://link.springer.com/chapter/10.1007/978-3-319-11797-3_150","Chapter"
"Author Correction: Phonological network fluency identifies phonological restructuring through mental search","Scientific Reports","","10","1","10.1038/s41598-019-55966-2","Karl David NeergaardJin LuoChu-Ren Huang","2020","http://link.springer.com/article/10.1038/s41598-019-55966-2","Article"
"Temporal lobe factor in verb fluency","Annals of General Psychiatry","","5","1","10.1186/1744-859X-5-S1-S111","Raffaella Öckinger","2006","http://link.springer.com/article/10.1186/1744-859X-5-S1-S111","Article"
"Erratum to: Effect of Aripiprazole on Verbal Memory and Fluency in Schizophrenic Patients","CNS Drugs","","26","11","10.1007/s40263-012-0011-4","Chris BervoetsManuel MorrensKristof VansteelandtFrank KokAnnick de PatoulVeronique HalkinDidier PitsiEric ConstantJoseph PeuskensBernard Sabbe","2012","http://link.springer.com/article/10.1007/s40263-012-0011-4","Article"
"When a silent reading fluency test measures more than reading fluency: academic language features predict the test performance of students with a non-German home language","Reading and Writing","","32","3","10.1007/s11145-018-9878-x","Karin BerendesWolfgang WagnerDetmar MeurersUlrich Trautwein","2019","http://link.springer.com/article/10.1007/s11145-018-9878-x","Article"
"10-Hz tACS over the prefrontal cortex improves phonemic fluency in healthy individuals","Scientific Reports","","12","1","10.1038/s41598-022-11961-8","Ya SunLihui HuangQiaoling HuaQiang Liu","2022","http://link.springer.com/article/10.1038/s41598-022-11961-8","Article"
"English Fluency Is Not Enough: My Journey to Cultural Competency","Journal of Cancer Education","","37","5","10.1007/s13187-022-02212-5","Jinho Jung","2022","http://link.springer.com/article/10.1007/s13187-022-02212-5","Article"
"Attaining fluency in bioinformatics—the gremlins are coming!","Journal of Assisted Reproduction and Genetics","","29","2","10.1007/s10815-012-9717-y","David F. Albertini","2012","http://link.springer.com/article/10.1007/s10815-012-9717-y","Article"
"The effect of motoric fluency on metamemory","Psychonomic Bulletin & Review","","22","4","10.3758/s13423-014-0768-1","Jonathan A. SusserNeil W. Mulligan","2015","http://link.springer.com/article/10.3758/s13423-014-0768-1","Article"
"Baseline verbal fluency performance as predictor of state anxiety during a live hand-grenade throwing exercise – A prospective study of Swedish military conscripts","Behavioral and Brain Functions","","3","1","10.1186/1744-9081-3-39","Magnus R LarssonPer-Olof MichelMartin BäckströmAki Johanson","2007","http://link.springer.com/article/10.1186/1744-9081-3-39","Article"
"Do Physicians with Self-Reported Non-English Fluency Practice in Linguistically Disadvantaged Communities?","Journal of General Internal Medicine","","26","5","10.1007/s11606-010-1584-6","Gerardo Moreno M.D., M.S.H.S.Kara Odom Walker M.D., M.P.H., M.S.H.SLeo S. Morales M.D., Ph.DKevin Grumbach M.D","2011","http://link.springer.com/article/10.1007/s11606-010-1584-6","Article"
"The Right Level of Complexity in a Banner Ad: Roles of Construal Level and Fluency","Human Interface and the Management of Information. Information and Interaction Design","","","","10.1007/978-3-642-39209-2_67","Chih-Tung KaoMan-Ying Wang","2013","http://link.springer.com/chapter/10.1007/978-3-642-39209-2_67","Chapter"
"Review of Savin-Baden M. (2015). Rethinking Learning in an Age of Digital Fluency: Is being digitally tethered a new learning nexus? Abingdon, Oxon: Routledge. 168 Pp. ISBN: 9780415738187","Postdigital Science and Education","","1","1","10.1007/s42438-018-0014-7","Liz Falconer","2019","http://link.springer.com/article/10.1007/s42438-018-0014-7","Article"
"Contributions of beliefs and processing fluency to the effect of relatedness on judgments of learning","Psychonomic Bulletin & Review","","20","2","10.3758/s13423-012-0343-6","Michael L. MuellerSarah K. TauberJohn Dunlosky","2013","http://link.springer.com/article/10.3758/s13423-012-0343-6","Article"
"Perceptual fluency can be used as a cue for categorization decisions","Psychonomic Bulletin & Review","","19","4","10.3758/s13423-012-0259-1","Sarah J. MilesJohn Paul Minda","2012","http://link.springer.com/article/10.3758/s13423-012-0259-1","Article"
"Priming Effect Across Modalities and Influence of Processing Fluency on AD Designs","The Sustainable Global Marketplace","","","","10.1007/978-3-319-10873-5_87","Tony YanMiguel Angel Zúñiga","2015","http://link.springer.com/chapter/10.1007/978-3-319-10873-5_87","Chapter"
"Reading Aloud Training Game for Children with Auto Evaluation of Oral Reading Fluency","Entertainment Computing – ICEC 2017","","","","10.1007/978-3-319-66715-7_50","Toshiaki TakitaKazuhisa AkimotoJunichi Hoshino","2017","http://link.springer.com/chapter/10.1007/978-3-319-66715-7_50","Chapter"
"Erratum to: The reading performance of English learners in grades 1–3: the role of initial status and growth on reading fluency in Spanish and English","Reading and Writing","","25","2","10.1007/s11145-011-9350-7","Doris Luft BakerYonghan ParkScott K. Baker","2012","http://link.springer.com/article/10.1007/s11145-011-9350-7","Article"
"The persistence of the fluency–confidence association in problem solving","Psychonomic Bulletin & Review","","19","6","10.3758/s13423-012-0305-z","Rakefet AckermanHagar Zalmanov","2012","http://link.springer.com/article/10.3758/s13423-012-0305-z","Article"
"Differences in the Pulsatile Component of the Skin Hemodynamic Response to Verbal Fluency Tasks in the Forehead and the Fingertip","Scientific Reports","","6","1","10.1038/srep20978","Toshimitsu TakahashiYoriko TakikawaReiko Kawagoe","2016","http://link.springer.com/article/10.1038/srep20978","Article"
"Easy on the mind, easy on the wallet: The roles of familiarity and processing fluency in valuation judgments","Psychonomic Bulletin & Review","","15","5","10.3758/PBR.15.5.985","Adam L. AlterDaniel M. Oppenheimer","2008","http://link.springer.com/article/10.3758/PBR.15.5.985","Article"
"Diagnostic performance and cutoff value for the clock drawing test, semantic verbal fluency, and the short Boston Naming Test in community-dwelling educated older adults with neurocognitive disorders","Middle East Current Psychiatry","","27","1","10.1186/s43045-019-0014-7","Reem Mohamed Sabry ELbedewyMohamed ELokl","2020","http://link.springer.com/article/10.1186/s43045-019-0014-7","Article"
"Post-stroke executive dysfunction and verbal fluency negatively correlated to IL8","The Egyptian Journal of Neurology, Psychiatry and Neurosurgery","","55","1","10.1186/s41983-019-0090-y","Hala A. ShaheenLamiaa I. DakerMohammed M. AbbassAsmaa A. Abd El Fattah","2019","http://link.springer.com/article/10.1186/s41983-019-0090-y","Article"
"Language as a barrier to cancer clinical trial accrual: assessing consenting team knowledge and practices for cancer clinical trial consent among low English fluency patients","Applied Cancer Research","","38","1","10.1186/s41241-018-0065-9","Jeanine N. StaplesJenny LesterAndrew LiChristine WalshIlana CassBeth Y. KarlanCatherine BreseeB. J. Rimel","2018","http://link.springer.com/article/10.1186/s41241-018-0065-9","Article"
"Sensitivity and specificity of the animal fluency test for predicting postoperative delirium","Canadian Journal of Anesthesia/Journal canadien d'anesthésie","","62","6","10.1007/s12630-014-0306-7","Lawrence S. Long MDJed T. Wolpaw MDJacqueline M. Leung MD","2015","http://link.springer.com/article/10.1007/s12630-014-0306-7","Article"
"Math Fluency through Game Design","Design, User Experience, and Usability. Health, Learning, Playing, Cultural, and Cross-Cultural User Experience","","","","10.1007/978-3-642-39241-2_22","Wanda EugeneTiffany BarnesJennifer Wilson","2013","http://link.springer.com/chapter/10.1007/978-3-642-39241-2_22","Chapter"
"Appearances can be deceiving: instructor fluency increases perceptions of learning without increasing actual learning","Psychonomic Bulletin & Review","","20","6","10.3758/s13423-013-0442-z","Shana K. CarpenterMiko M. WilfordNate KornellKellie M. Mullaney","2013","http://link.springer.com/article/10.3758/s13423-013-0442-z","Article"
"Does fluency of face description imply superior face recognition?","Bulletin of the Psychonomic Society","","13","1","10.3758/BF03334999","Alvin G. GoldsteinKaren S. JohnsonJune Chance","1979","http://link.springer.com/article/10.3758/BF03334999","Article"
"Answering a factual question today increases one’s confidence in the same answer tomorrow – independent of fluency","Psychonomic Bulletin & Review","","28","3","10.3758/s13423-021-01882-4","Joshua L. FiechterNate Kornell","2021","http://link.springer.com/article/10.3758/s13423-021-01882-4","Article"
"THA Improves Word Priming and Clonidine Enhances Fluency and Working Memory in Alzheimer's Disease","Neuropsychopharmacology","","20","4","10.1016/S0893-133X(98)00093-1","Paavo Riekkinen Jr MD, Ph.DMinna Riekkinen MD, Ph.D","1999","http://link.springer.com/article/10.1016/S0893-133X%2898%2900093-1","Article"
"The supporting effects of high luminous conditions on grade 3 oral reading fluency scores","SpringerPlus","","3","1","10.1186/2193-1801-3-53","Michael S MottDaniel H RobinsonThea H Williams-BlackSusan S McClelland","2014","http://link.springer.com/article/10.1186/2193-1801-3-53","Article"
"Verbal fluency in breast cancer patients treated with chemotherapy","Breast Cancer","","24","3","10.1007/s12282-016-0713-4","Paulina AndryszakMonika WiłkośćBogdan ŻurawskiPaweł Izdebski","2017","http://link.springer.com/article/10.1007/s12282-016-0713-4","Article"
"Development of silent reading fluency and reading comprehension across grades 1 to 9: unidirectional or bidirectional effects between the two skills?","Reading and Writing","","36","8","10.1007/s11145-022-10371-6","Maria PsyridouAsko TolvanenPekka NiemiMarja-Kristiina LerkkanenAnna-Maija PoikkeusMinna Torppa","2023","http://link.springer.com/article/10.1007/s11145-022-10371-6","Article"
"An investigation into oral fluency perceived by teachers and students—in a Vietnamese context of English education","Language Testing in Asia","","12","1","10.1186/s40468-022-00174-5","Anh Hoang KhauVan Thuy Mai Huynh","2022","http://link.springer.com/article/10.1186/s40468-022-00174-5","Article"
"The effects of list composition and perceptual fluency on judgments of learning (JOLs)","Memory & Cognition","","41","7","10.3758/s13421-013-0323-8","Jonathan A. SusserNeil W. MulliganMiri Besken","2013","http://link.springer.com/article/10.3758/s13421-013-0323-8","Article"
"Model Teachers or Model Students? A Comparison of Video Modelling Interventions for Improving Reading Fluency and Comprehension in Children with Autism","Journal of Autism and Developmental Disorders","","52","8","10.1007/s10803-021-05217-z","Rachael EgarrCatherine Storey","2022","http://link.springer.com/article/10.1007/s10803-021-05217-z","Article"
"Are two heuristics better than one? The fluency and distinctiveness heuristics in recognition memory","Memory & Cognition","","39","7","10.3758/s13421-011-0093-0","Marianne E. LloydJeremy K. Miller","2011","http://link.springer.com/article/10.3758/s13421-011-0093-0","Article"
"How to Talk to Myself: Optimal Implementation for Developing Fluency in EFL Speaking Through Soliloquizing","English Teaching & Learning","","47","2","10.1007/s42321-022-00110-z","Shang-En HuangYeu-Ting Liu","2023","http://link.springer.com/article/10.1007/s42321-022-00110-z","Article"
"SNAFU: The Semantic Network and Fluency Utility","Behavior Research Methods","","52","4","10.3758/s13428-019-01343-w","Jeffrey C. ZemlaKesong CaoKimberly D. MuellerJoseph L. Austerweil","2020","http://link.springer.com/article/10.3758/s13428-019-01343-w","Article"
"Does Emotional Arousal Influence Swearing Fluency?","Journal of Psycholinguistic Research","","46","4","10.1007/s10936-016-9473-8","Richard StephensAmy Zile","2017","http://link.springer.com/article/10.1007/s10936-016-9473-8","Article"
"White matter microstructure and verbal fluency","Brain Structure and Function","","227","9","10.1007/s00429-022-02579-7","Natalia Egorova-BrumleyChen LiangMohamed Salah KhlifAmy Brodtmann","2022","http://link.springer.com/article/10.1007/s00429-022-02579-7","Article"
"Neurophysiological evidence that perceptions of fluency produce mere exposure effects","Cognitive, Affective, & Behavioral Neuroscience","","16","4","10.3758/s13415-016-0428-1","P. Andrew LeynesRichard J. Addante","2016","http://link.springer.com/article/10.3758/s13415-016-0428-1","Article"
"The Development of Accuracy and Fluency in Second Language (L2) Speaking Related to Self-Efficacy Through Online Scaffolding: A Latent Growth Curve Modeling Analysis","Journal of Psycholinguistic Research","","52","5","10.1007/s10936-023-09950-7","Cha LiLawrence Jun Zhang","2023","http://link.springer.com/article/10.1007/s10936-023-09950-7","Article"
"On the contribution of perceptual fluency and priming to recognition memory","Cognitive, Affective, & Behavioral Neuroscience","","5","1","10.3758/CABN.5.1.14","M. A. ConroyR. O. HopkinsL. R. Squire","2005","http://link.springer.com/article/10.3758/CABN.5.1.14","Article"
