Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Phonological processing skills in children with myelomeningocele and shunted hydrocephalus","Cerebrospinal Fluid Research","","1","1","10.1186/1743-8454-1-S1-S6","B VachhaRC Adams","2004","http://link.springer.com/article/10.1186/1743-8454-1-S1-S6","Article"
"The Design and Development of Empathetic Serious Games for Dyslexia: BCI Arabic Phonological Processing Training Systems","Design, User Experience, and Usability. User Experience Design Practice","","","","10.1007/978-3-319-07638-6_11","Arwa Al-RubaianLama AlssumRawan AlharbiWafa AlrajhiHaifa AldayelNora AlangariHadeel Al-NegheimishAljohara AlfayezSara AlwaalanRania AljindanAshwag AlshathriDania AlomarGhada AlhudhudAreej Al-Wabil","2014","http://link.springer.com/chapter/10.1007/978-3-319-07638-6_11","Chapter"
"An Analysis of Phonological Processes Involved in Spoken English of Hong Kong Primary Pre-service Teachers","Language Testing in Asia","","2","2","10.1186/2229-0443-2-2-42","Cynthia B LeungAlejandro E Brice","2012","http://link.springer.com/article/10.1186/2229-0443-2-2-42","Article"
"Sex differences in phonological processes: Speeded matching and word reading","Memory & Cognition","","27","2","10.3758/BF03211409","Raymond L. Majeres","1999","http://link.springer.com/article/10.3758/BF03211409","Article"
"Working memory and phonological processing as predictors of children’s mathematical problem solving at different ages","Memory & Cognition","","32","4","10.3758/BF03195856","H. Lee Swanson","2004","http://link.springer.com/article/10.3758/BF03195856","Article"
"Relating distinctive orthographic and phonological processes to episodic memory performance","Memory & Cognition","","32","4","10.3758/BF03195854","Michael J. CorteseJason M. WatsonJing WangApril Fugett","2004","http://link.springer.com/article/10.3758/BF03195854","Article"
"Phonological processes and the perception of phonotactically illegal consonant clusters","Perception & Psychophysics","","60","6","10.3758/BF03211930","Mark A. Pitt","1998","http://link.springer.com/article/10.3758/BF03211930","Article"
"Implicit memory for phonological processes in visual stem completion","Memory & Cognition","","27","1","10.3758/BF03201208","Jay G. RuecklShashi Mathew","1999","http://link.springer.com/article/10.3758/BF03201208","Article"
"Semantic, syntactic, and phonological processing of written words in adult developmental dyslexic readers: an event-related brain potential study","BMC Neuroscience","","8","1","10.1186/1471-2202-8-52","Jascha RüsselerPetra BeckerSönke JohannesThomas F Münte","2007","http://link.springer.com/article/10.1186/1471-2202-8-52","Article"
"Faster phonological processing and right occipito-temporal coupling in deaf adults signal poor cochlear implant outcome","Nature Communications","","8","1","10.1038/ncomms14872","Diane S. LazardAnne-Lise Giraud","2017","http://link.springer.com/article/10.1038/ncomms14872","Article"
"Phonological processing of ignored distractor pictures, an fMRI investigation","BMC Neuroscience","","9","1","10.1186/1471-2202-9-20","Mart BlesBernadette M Jansma","2008","http://link.springer.com/article/10.1186/1471-2202-9-20","Article"
"Task load modulates tDCS effects on brain network for phonological processing","Cognitive Processing","","21","3","10.1007/s10339-020-00964-w","Lílian Rodrigues de AlmeidaPaul A. PopePeter C. Hansen","2020","http://link.springer.com/article/10.1007/s10339-020-00964-w","Article"
"Associations between morphological awareness and literacy skills in German primary school children: the roles of grade level, phonological processing and vocabulary","Reading and Writing","","35","7","10.1007/s11145-021-10247-1","Astrid HaaseClaudia Steinbrink","2022","http://link.springer.com/article/10.1007/s11145-021-10247-1","Article"
"NL reading skills mediate the relationship between NL phonological processing skills and a foreign language (FL) reading skills in students with and without dyslexia: a case of a NL (Polish) and FL (English) with different degrees of orthographic consistency","Annals of Dyslexia","","69","2","10.1007/s11881-019-00181-x","Marta ŁockiewiczMartyna Jaskulska","2019","http://link.springer.com/article/10.1007/s11881-019-00181-x","Article"
"Cleaving automatic processes from strategic biases in phonological priming","Memory & Cognition","","33","7","10.3758/BF03193222","James M. McqueenJoan Sereno","2005","http://link.springer.com/article/10.3758/BF03193222","Article"
"Age-related differences in the neural bases of phonological and semantic processes in the context of task-irrelevant information","Cognitive, Affective, & Behavioral Neuroscience","","19","4","10.3758/s13415-018-00671-2","Michele T. DiazMicah A. JohnsonDeborah M. BurkeTrong-Kha TruongDavid J. Madden","2019","http://link.springer.com/article/10.3758/s13415-018-00671-2","Article"
"Phonological spelling errors in the writing of Greek dyslexic children: in support of the phonological deficit theory","Annals of General Psychiatry","","7","1","10.1186/1744-859X-7-S1-S143","Angeliki ZachouIoannis Zachos","2008","http://link.springer.com/article/10.1186/1744-859X-7-S1-S143","Article"
"Rhythm but not melody processing helps reading via phonological awareness and phonological memory","Scientific Reports","","12","1","10.1038/s41598-022-15596-7","José SousaMarta MartinsNathércia TorresSão Luís CastroSusana Silva","2022","http://link.springer.com/article/10.1038/s41598-022-15596-7","Article"
"Effects of a developmental dyslexia remediation protocol based on the training of audio-phonological cognitive processes in dyslexic children with high intellectual potential: study protocol for a multiple-baseline single-case experimental design","BMC Pediatrics","","23","1","10.1186/s12887-023-04189-6","Gaëlle DarrotAuriane GrosValeria ManeraBruno De CaraSylvane FaureXavier CorveleynKarine Harrar-Eskinazi","2023","http://link.springer.com/article/10.1186/s12887-023-04189-6","Article"
"Lexical factors in conceptual processes: The relationship between semantic representations and their corresponding phonological and orthographic lexical forms","Memory & Cognition","","44","4","10.3758/s13421-015-0576-5","Orna PelegLee EdelistZohar EviatarDafna Bergerbest","2016","http://link.springer.com/article/10.3758/s13421-015-0576-5","Article"
"Lexical competition in phonological priming: Assessing the role of phonological match and mismatch lengths between primes and targets","Memory & Cognition","","31","8","10.3758/BF03195810","Sophie DufourRonald Peereman","2003","http://link.springer.com/article/10.3758/BF03195810","Article"
"The role of phonological and semantic representations in verbal short-term memory and delayed retention","Memory & Cognition","","50","2","10.3758/s13421-021-01216-8","Theresa PhamLisa M. D. Archibald","2022","http://link.springer.com/article/10.3758/s13421-021-01216-8","Article"
"The phonological loop model of working memory: An ERP study of irrelevant speech and phonological similarity effects","Memory & Cognition","","25","4","10.3758/BF03201123","Manuel Martín-LoechesStefan R. SchweinbergerWerner Sommer","1997","http://link.springer.com/article/10.3758/BF03201123","Article"
"Correction to: Phonological and graphotactic influences on spellers’ decisions about consonant doubling","Memory & Cognition","","46","7","10.3758/s13421-018-0829-1","Rebecca TreimanSloane Wolter","2018","http://link.springer.com/article/10.3758/s13421-018-0829-1","Article"
"Strategic reliance on phonological mediation in lexical access","Memory & Cognition","","25","3","10.3758/BF03211289","Vanessa C. MilotaAudra A. WidauMontie R. McmickellJames F. JuolaGreg B. Simpson","1997","http://link.springer.com/article/10.3758/BF03211289","Article"
"When phonological neighborhood density both facilitates and impedes: Age of acquisition and name agreement interact with phonological neighborhood during word production","Memory & Cognition","","48","6","10.3758/s13421-020-01042-4","Hossein KarimiMichele Diaz","2020","http://link.springer.com/article/10.3758/s13421-020-01042-4","Article"
"Phonological awareness training and phonological therapy approaches for specific language impairment children with speech sound disorders: a comparative outcome study","European Archives of Oto-Rhino-Laryngology","","281","1","10.1007/s00405-023-08274-5","Heba Mahmoud FaragHossam EldessoukyElham ShahinMai Atef","2024","http://link.springer.com/article/10.1007/s00405-023-08274-5","Article"
"Letter-by-letter processing in the phonological conversion of multiletter graphemes: Searching for sounds in printed pseudowords","Psychonomic Bulletin & Review","","13","1","10.3758/BF03193810","Ronald PeeremanMuriele BrandArnaud Rey","2006","http://link.springer.com/article/10.3758/BF03193810","Article"
"Phonological similarity neighborhoods and children’s short-term memory: Typical development and dyslexia","Memory & Cognition","","33","7","10.3758/BF03193223","Jennifer M. ThomsonUlla RichardsonUsha Goswami","2005","http://link.springer.com/article/10.3758/BF03193223","Article"
"The effectiveness of a parent-implemented, phonological awareness programme on the phonological awareness skills of preschool children","The Australian Journal of Language and Literacy","","46","2","10.1007/s44020-023-00034-6","Hannah BennettAmanda DenstonAlison Arrow","2023","http://link.springer.com/article/10.1007/s44020-023-00034-6","Article"
"Phonological priming in spoken word recognition: Task effects","Memory & Cognition","","17","5","10.3758/BF03197074","Monique RadeauJosè MoraisAgnlès Dewier","1989","http://link.springer.com/article/10.3758/BF03197074","Article"
"Phonological and semantic priming: Evidence for task-independent effects","Memory & Cognition","","27","3","10.3758/BF03211538","Aïcha RouibahGuy TiberghienStephen J. Lupker","1999","http://link.springer.com/article/10.3758/BF03211538","Article"
"Phonological codes are early sources of constraint in visual semantic categorization","Perception & Psychophysics","","55","5","10.3758/BF03205307","Mira PeterM. T. Turvey","1994","http://link.springer.com/article/10.3758/BF03205307","Article"
"Dissociating semantic and phonological maintenance using fMRI","Cognitive, Affective, & Behavioral Neuroscience","","4","1","10.3758/CABN.4.1.10","Geeta ShivdeSharon L. Thompson-Schill","2004","http://link.springer.com/article/10.3758/CABN.4.1.10","Article"
"Parafoveal processing of underlying phonological information during Korean sentence reading","Attention, Perception, & Psychophysics","","84","5","10.3758/s13414-022-02499-y","Hyunah BaekWonil Choi","2022","http://link.springer.com/article/10.3758/s13414-022-02499-y","Article"
"Phonological network fluency identifies phonological restructuring through mental search","Scientific Reports","","9","1","10.1038/s41598-019-52433-w","Karl David NeergaardJin LuoChu-Ren Huang","2019","http://link.springer.com/article/10.1038/s41598-019-52433-w","Article"
"Recall of short word lists presented visually at fast rates: Effects of phonological similarity and word length","Memory & Cognition","","26","2","10.3758/BF03201144","Veronika ColtheartRobyn Langdon","1998","http://link.springer.com/article/10.3758/BF03201144","Article"
"Grammatical constraints on phonological encoding in speech production","Psychonomic Bulletin & Review","","21","6","10.3758/s13423-014-0616-3","Jordana R. HellerMatthew Goldrick","2014","http://link.springer.com/article/10.3758/s13423-014-0616-3","Article"
"When overlap leads to competition: Effects of phonological encoding on word duration","Psychonomic Bulletin & Review","","22","6","10.3758/s13423-015-0828-1","Loretta K. YiuDuane G. Watson","2015","http://link.springer.com/article/10.3758/s13423-015-0828-1","Article"
