Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Use of a language intervention to reduce vaccine hesitancy","Scientific Reports","","12","1","10.1038/s41598-021-04249-w","Janet GeipelLeigh H. GrantBoaz Keysar","2022","http://link.springer.com/article/10.1038/s41598-021-04249-w","Article"
"The applicability of normalisation process theory to speech and language therapy: a review of qualitative research on a speech and language intervention","Implementation Science","","6","1","10.1186/1748-5908-6-95","Deborah M James","2011","http://link.springer.com/article/10.1186/1748-5908-6-95","Article"
"Protocol for a randomised controlled feasibility trial of parent-delivered early language intervention for children with Down syndrome (PACT-DS)","Pilot and Feasibility Studies","","9","1","10.1186/s40814-023-01419-7","Kelly BurgoyneEmma PagnamentaKirstie HartwellVesna Stojanovik","2023","http://link.springer.com/article/10.1186/s40814-023-01419-7","Article"
"Communication Bridge™-2 (CB2): an NIH Stage 2 randomized control trial of a speech-language intervention for communication impairments in individuals with mild to moderate primary progressive aphasia","Trials","","23","1","10.1186/s13063-022-06162-7","Angela C. RobertsAlfred W. RademakerElizabeth Ann SalleyAimee MooneyDarby MorhardtMelanie Fried-OkenSandra WeintraubMarsel MesulamEmily Rogalski","2022","http://link.springer.com/article/10.1186/s13063-022-06162-7","Article"
"Controlled trial of lovastatin combined with an open-label treatment of a parent-implemented language intervention in youth with fragile X syndrome","Journal of Neurodevelopmental Disorders","","12","1","10.1186/s11689-020-09315-4","Angela John ThurmanLaura A. PotterKyoungmi KimFlora TassoneAmy BanasikSarah Nelson PotterLauren BullardVivian NguyenAndrea McDuffieRandi HagermanLeonard Abbeduto","2020","http://link.springer.com/article/10.1186/s11689-020-09315-4","Article"
"Correction: Response to Music-Mediated Intervention in Autistic Children with Limited Spoken Language Ability","Journal of Autism and Developmental Disorders","","53","6","10.1007/s10803-023-05956-1","Angela MacDonald-PrégentFauzia SaiyedKrista HydeMegha ShardaAparna Nadig","2023","http://link.springer.com/article/10.1007/s10803-023-05956-1","Article"
"Is Formal Language Proficiency in the Home Language Required to Profit from a Bilingual Teaching Intervention in Mathematics? A Mixed Methods Study on Fostering Multilingual Students’ Conceptual Understanding","International Journal of Science and Mathematics Education","","17","2","10.1007/s10763-017-9857-8","Alexander Schüler-MeyerSusanne PredigerTaha KuzuLena WesselAngelika Redder","2019","http://link.springer.com/article/10.1007/s10763-017-9857-8","Article"
"Fostering German-language learners’ constructions of meanings for fractions—design and effects of a language- and mathematics-integrated intervention","Mathematics Education Research Journal","","25","3","10.1007/s13394-013-0079-2","Susanne PredigerLena Wessel","2013","http://link.springer.com/article/10.1007/s13394-013-0079-2","Article"
"Value of early intervention for hearing impairment on language and speech acquisition","The Egyptian Journal of Otolaryngology","","30","3","10.4103/1012-5574.138483","Ebtessam NadaAhmad KhaterAmal Saeed","2014","http://link.springer.com/article/10.4103/1012-5574.138483","Article"
"A classroom intervention targeting working memory, attention and language skills: a cluster randomised feasibility trial","Pilot and Feasibility Studies","","7","1","10.1186/s40814-021-00771-w","Anita RoweJill TitteringtonJoni HolmesLucy HenryLaurence Taggart","2021","http://link.springer.com/article/10.1186/s40814-021-00771-w","Article"
"Effectiveness of Responsivity Intervention Strategies on Prelinguistic and Language Outcomes for Children with Autism Spectrum Disorder: A Systematic Review and Meta-Analysis of Group and Single Case Studies","Journal of Autism and Developmental Disorders","","52","11","10.1007/s10803-021-05331-y","Jena McDanielNancy C. BradySteven F. Warren","2022","http://link.springer.com/article/10.1007/s10803-021-05331-y","Article"
"‘Making the most of together time’: development of a Health Visitor–led intervention to support children’s early language and communication development at the 2–2½-year-old review","Pilot and Feasibility Studies","","8","1","10.1186/s40814-022-00978-5","Cristina McKeanRose WatsonJenna CharltonSue RoulstoneCaitlin HolmeVictoria GilroyJames Law","2022","http://link.springer.com/article/10.1186/s40814-022-00978-5","Article"
"Using the Ages & Stages Questionnaire to assess later effects of an infant intervention promoting language in primary care","BMC Pediatrics","","23","1","10.1186/s12887-023-03953-y","Gretchen J. DomekLori SilveiraHelene KuffelLauren Heller SzafranAndrea Jimenez-ZambranoBonnie W. Camp","2023","http://link.springer.com/article/10.1186/s12887-023-03953-y","Article"
"A randomised controlled feasibility trial of an early years language development intervention: results of the ‘outcomes of Talking Together evaluation and results’ (oTTer) project","Pilot and Feasibility Studies","","9","1","10.1186/s40814-023-01333-y","Dea NielsenKatrina d’ApiceRachael W. CheungMaria BryantRebecca HealdChloe StorrLouise TraceyRukhsana RashidJosie DickersonClaudine Bowyer-Crane","2023","http://link.springer.com/article/10.1186/s40814-023-01333-y","Article"
"Psychosocial Rehabilitation Through Intervention by Second Language Acquisition in Older Adults","Journal of Psycholinguistic Research","","50","5","10.1007/s10936-021-09805-z","Marcel PikhartBlanka KlimovaAnna Cierniak-EmerychSzymon Dziuba","2021","http://link.springer.com/article/10.1007/s10936-021-09805-z","Article"
"COLLTS: A Promising Interactive Read-Aloud Intervention for Three-Year-Old Dual-Language Learners","Early Childhood Education Journal","","52","3","10.1007/s10643-023-01447-1","Diane L. AugustColeen D. CarlsonChristopher D. BarrRebecca Bergey","2024","http://link.springer.com/article/10.1007/s10643-023-01447-1","Article"
"The impact of a specialist home-visiting intervention on the language outcomes of young mothers and their children: a pragmatic randomised controlled trial","BMC Psychology","","10","1","10.1186/s40359-022-00926-1","Cerith S. WatersRebecca Cannings-JohnSusan ChannonFiona Lugg-WidgerMike RoblingAmy L. Paine","2022","http://link.springer.com/article/10.1186/s40359-022-00926-1","Article"
"A randomised controlled feasibility trial and qualitative evaluation of an early years language development intervention: study protocol of the ‘outcomes of Talking Together evaluation and results’ (oTTer) project","Pilot and Feasibility Studies","","5","1","10.1186/s40814-019-0498-2","Claudine Bowyer-CraneDea NielsenMaria BryantNimarta DharniRebecca HealdChloe StorrJosie Dickerson","2019","http://link.springer.com/article/10.1186/s40814-019-0498-2","Article"
"Bridging the language barrier gap in the health of multicultural societies: report of a proposed mobile phone-based intervention using Ghana as an example","SpringerPlus","","5","1","10.1186/s40064-016-2602-x","Judith Ansaa Osae-Larbi","2016","http://link.springer.com/article/10.1186/s40064-016-2602-x","Article"
"Abstracts from the 2020 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","35","1","10.1007/s11606-020-05890-3","","2020","http://link.springer.com/article/10.1007/s11606-020-05890-3","Article"
"Abstracts from the 2022 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","37","2","10.1007/s11606-022-07653-8","","2022","http://link.springer.com/article/10.1007/s11606-022-07653-8","Article"
"Evaluating an ACT-Based Brief Intervention for Educators Treatment Package on Reported Well-Being and ACT-Consistent Language in the Classroom","Behavior Analysis in Practice","","16","1","10.1007/s40617-022-00707-7","Dana PaliliunasRaymond V. BurkeSteven L. TaylorChynna B. FrizellKimberly K. DurbinDaniel L. Hutchings","2023","http://link.springer.com/article/10.1007/s40617-022-00707-7","Article"
"A classroom-based intervention targeting working memory, attention and language skills in 4–5 year olds (RECALL): study protocol for a cluster randomised feasibility trial","Pilot and Feasibility Studies","","5","1","10.1186/s40814-019-0468-8","Anita RoweJill TitteringtonLaurence Taggart","2019","http://link.springer.com/article/10.1186/s40814-019-0468-8","Article"
"Effectiveness of Telehealth Social Communication Intervention on Language Skills Among Children with Autism Spectrum Disorder: a Systematic Review and Meta-analysis","Review Journal of Autism and Developmental Disorders","","","","10.1007/s40489-023-00411-4","Ying HaoYao DuSaijun ZhangLin SunGina KeeneToshikazu Ikuta","2023","http://link.springer.com/article/10.1007/s40489-023-00411-4","Article"
"Educating speech-language pathologists working in early intervention on environmental health","BMC Medical Education","","18","1","10.1186/s12909-018-1266-3","Emily ZimmermanCatherine BorkowskiStephanie ClarkPhil Brown","2018","http://link.springer.com/article/10.1186/s12909-018-1266-3","Article"
"A randomised controlled feasibility trial of music-assisted language telehealth intervention for minimally verbal autistic children—the MAP study protocol","Pilot and Feasibility Studies","","7","1","10.1186/s40814-021-00918-9","Tim I. WilliamsTom LoucasJacqueline SinMirjana JeremicGeorgia AslettMelissa KnightSara Fincham-MajumdarFang Liu","2021","http://link.springer.com/article/10.1186/s40814-021-00918-9","Article"
"Conclusiveness, linguistic characteristics and readability of Cochrane plain language summaries of intervention reviews: a cross-sectional study","BMC Medical Research Methodology","","22","1","10.1186/s12874-022-01721-7","Aleksandra BanićMahir FidahićJelena ŠutoRea RojeIvana VukaLivia PuljakIvan Buljan","2022","http://link.springer.com/article/10.1186/s12874-022-01721-7","Article"
"Natural language processing system for rapid detection and intervention of mental health crisis chat messages","npj Digital Medicine","","6","1","10.1038/s41746-023-00951-3","Akshay SwaminathanIván LópezRafael Antonio Garcia MarTyler HeistTom McClintockKaitlin CaoiliMadeline GraceMatthew RubashkinMichael N. BoggsJonathan H. ChenOlivier GevaertDavid MouMatthew K. Nock","2023","http://link.springer.com/article/10.1038/s41746-023-00951-3","Article"
"A language-based sum score for the course and therapeutic intervention in primary progressive aphasia","Alzheimer's Research & Therapy","","10","1","10.1186/s13195-018-0345-3","Elisa SemlerSarah Anderl-StraubIngo UttnerJanine Diehl-SchmidAdrian DanekBeate EinsiedlerKlaus FassbenderKlaus FliessbachHans-Jürgen HuppertzHolger JahnJohannes KornhuberBernhard LandwehrmeyerMartin LauerRainer MucheJohannes PrudloAnja Schneider","2018","http://link.springer.com/article/10.1186/s13195-018-0345-3","Article"
"Overcoming language barriers, enhancing collaboration with interpreters – an interprofessional learning intervention (Interpret2Improve)","BMC Medical Education","","22","1","10.1186/s12909-022-03213-0","Franziska KrampeGötz FabryThorsten Langer","2022","http://link.springer.com/article/10.1186/s12909-022-03213-0","Article"
